,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,343308,Teun Koopmeiners,24," D(C),M(C)",183,77,7,7,0.0,630,4,1,2,0,1.9,76.1,1.3,1,7.47
1,95504,Marco Sportiello,30, GK,192,87,0(1),0,1.0,82,0,0,0,0,0.0,64.7,1.0,0,7.29
2,64075,Rafael Tolói,31, D(C),185,75,7,7,0.0,602,1,0,2,0,1.1,72.3,1.9,1,7.19
3,362555,Merih Demiral,24, D(C),192,86,6,6,0.0,540,1,0,2,0,0.7,78.5,3.2,1,7.13
4,368312,Caleb Okoli,21, Defender,191,91,4(2),4,2.0,413,0,0,2,0,0.3,73.5,3.5,1,6.82
5,85070,Marten de Roon,31," D(C),DMC",185,76,7,7,0.0,630,0,1,3,0,0.0,74.9,1.9,0,6.78
6,295456,Ruslan Malinovskyi,29," M(CR),FW",181,79,4(3),4,3.0,284,1,1,2,0,1.3,79.9,0.6,0,6.67
7,439584,Rasmus Højlund,19, Forward,185,79,2(2),2,2.0,204,1,1,0,0,0.5,75.0,1.3,0,6.67
8,135890,Hans Hateboer,28," D(R),M(R)",185,72,6,6,0.0,511,0,0,3,0,0.2,84.3,0.3,0,6.61
9,126278,Juan Musso,28, GK,191,93,7,7,0.0,548,0,0,1,0,0.0,63.7,0.0,0,6.6
10,129903,Mario Pasalic,27, M(CL),188,82,4(2),4,2.0,343,0,1,1,0,0.8,81.1,1.5,1,6.6
11,405133,Giorgio Scalvini,18, D(C),0,0,1(3),1,3.0,100,1,0,1,0,0.5,61.7,0.3,0,6.58
12,299451,Ademola Lookman,24," AM(CLR),FW",174,71,3(4),3,4.0,303,1,1,0,0,0.9,79.6,0.0,0,6.56
13,362556,Éderson,23, M(C),182,83,3(2),3,2.0,301,0,0,1,0,1.4,72.4,0.6,0,6.52
14,100962,Berat Djimsiti,29, D(C),190,83,2,2,0.0,172,0,0,1,0,0.0,86.4,0.5,0,6.5
15,41073,Duván Zapata,31, FW,189,88,4,4,0.0,289,0,0,0,0,1.3,66.3,2.8,0,6.49
16,363652,Joakim Maehle,25," D(LR),M(LR)",185,79,3(3),3,3.0,270,0,1,1,0,0.5,78.9,0.0,0,6.45
17,402046,Matteo Ruggeri,20, M(L),187,69,0(1),0,1.0,10,0,0,0,0,0.0,100.0,1.0,0,6.37
18,423508,Nadir Zortea,23, D(R),175,70,0(5),0,5.0,93,0,0,1,0,0.4,64.0,0.2,0,6.37
19,398300,Brandon Soppy,20," D(R),M(R)",0,0,3(1),3,1.0,267,0,1,1,0,1.0,75.9,0.3,0,6.35
20,280766,Jérémie Boga,25," AM(CLR),FW",172,68,0(2),0,2.0,26,0,0,0,0,0.5,83.3,0.0,0,6.28
21,84190,Luis Muriel,31," AM(CL),FW",179,79,2(3),2,3.0,226,0,0,0,0,0.8,73.5,0.4,0,6.25
22,141312,Davide Zappacosta,30," D(LR),M(LR)",185,70,2,2,0.0,92,0,0,1,0,0.0,70.0,0.0,0,6.22
