,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,74939,Thiago,31, M(C),174,70,26(1),26,1,2291,6,5,4,0,1.3,90.2,1.7,6,8.28
1,4173,Arjen Robben,38," M(CLR),FW",180,80,21(5),21,5,1830,13,9,0,0,3.2,81.2,0.3,5,7.82
2,29400,Robert Lewandowski,34, FW,185,81,31(2),31,2,2777,30,5,5,0,4.3,75.2,1.9,6,7.74
3,9016,Franck Ribéry,39," AM(CL),FW",170,72,14(8),14,8,1242,5,11,2,0,1.0,83.9,0.4,1,7.38
4,10168,Tom Starke,41, GK,194,98,3,3,0,270,0,0,0,0,0.0,79.7,0.0,0,7.35
5,21541,Mats Hummels,33, D(C),191,94,24(3),24,3,2181,1,1,4,0,1.1,88.8,3.4,2,7.32
6,37099,Thomas Müller,33," M(CLR),FW",185,76,25(4),25,4,2265,5,12,0,0,2.2,76.0,1.8,1,7.3
7,25008,Arturo Vidal,35, M(CR),180,75,21(6),21,6,1824,4,2,8,0,1.4,87.8,2.1,1,7.28
8,14091,Javi Martínez,34," D(C),M(C)",192,86,25,25,0,2135,1,1,5,0,0.4,91.6,2.4,0,7.27
9,4961,Xabi Alonso,40, M(C),183,80,22(5),22,5,1906,3,2,6,0,0.9,89.4,1.6,1,7.22
10,68889,Douglas Costa,32, M(CLR),172,70,14(9),14,9,1374,4,3,2,0,1.9,80.2,0.1,0,7.17
11,39722,David Alaba,30," D(CL),M(CL)",180,78,29(3),29,3,2508,4,4,1,0,1.0,88.6,0.7,1,7.14
12,5570,Philipp Lahm,38," D(R),DMC",170,66,24(2),24,2,2090,1,2,1,0,0.3,90.0,0.7,0,7.14
13,106894,Juan Bernat,29," D(L),M(CL)",177,67,13(5),13,5,1236,2,2,1,0,0.6,89.9,0.9,2,7.13
14,283323,Joshua Kimmich,27," D(CR),DMC,M(R)",177,75,15(12),15,12,1542,6,1,1,0,1.1,89.9,0.9,2,6.99
15,13755,Rafinha,37," D(CLR),M(R)",172,65,10(10),10,10,1021,1,1,2,0,0.3,89.7,0.5,0,6.91
16,125883,Kingsley Coman,26," M(LR),FW",180,76,10(9),10,9,917,2,1,1,0,1.2,84.3,0.5,0,6.83
17,23589,Jérôme Boateng,34, D(CR),192,90,10(3),10,3,828,0,1,1,0,0.3,87.6,1.2,0,6.73
18,13754,Manuel Neuer,36, GK,193,93,26,26,0,2340,0,0,0,0,0.0,80.9,0.1,0,6.65
19,299450,Renato Sanches,25, M(CR),176,70,6(11),6,11,618,0,0,3,0,0.7,88.0,0.4,0,6.43
20,35506,Sven Ulreich,34, GK,192,87,5,5,0,450,0,0,0,0,0.0,87.6,0.0,0,6.29
21,29943,Holger Badstuber,33, D(CL),189,83,0(1),0,1,28,0,0,0,0,0.0,96.4,0.0,0,6.11
