,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,327682,Leon Bailey,25," M(LR),FW",178,77,25(5),25,5,2223,9,6,2,0,2.5,75.0,0.9,4,7.32
1,29940,Lars Bender,33," D(CR),M(CR)",185,78,20(1),20,1,1603,2,4,5,0,1.0,78.6,1.8,1,7.2
2,326413,Kai Havertz,23," M(CR),FW",188,83,22(8),22,8,2141,3,8,3,0,1.2,81.2,2.7,1,7.0
3,22589,Sven Bender,33," D(C),M(C)",186,79,29,29,0,2350,2,0,0,0,0.5,85.9,2.9,1,7.0
4,92812,Kevin Volland,30," AM(CLR),FW",179,85,30(1),30,1,2599,14,2,5,0,1.8,75.8,0.7,1,6.99
5,25657,Charles Aránguiz,33, M(C),171,68,27,27,0,2307,1,3,4,0,1.3,86.0,0.6,1,6.98
6,141556,Julian Brandt,26," M(CLR),FW",185,83,26(8),26,8,2337,9,3,0,0,1.3,79.0,0.6,1,6.98
7,134946,Jonathan Tah,26, D(C),195,98,27(1),27,1,2427,0,2,1,0,0.3,86.1,2.7,0,6.95
8,125654,Lucas Alario,29, FW,184,78,17(6),17,6,1546,9,4,4,1,2.5,74.8,2.1,4,6.95
9,41881,Admir Mehmedi,31," M(CLR),FW",183,78,8(4),8,4,701,2,3,3,0,1.1,82.5,1.3,1,6.94
10,132273,Wendell,29," D(CL),M(L)",178,72,26,26,0,2121,2,3,6,1,0.5,82.5,0.7,3,6.88
11,27124,Julian Baumgartlinger,34, DMC,181,85,17(5),17,5,1398,1,0,3,0,0.5,90.6,0.8,0,6.82
12,302402,Panagiotis Retsos,24, D(CLR),186,79,18(6),18,6,1716,1,3,6,0,0.5,84.4,1.8,0,6.79
13,91060,Karim Bellarabi,32," M(CLR),FW",184,81,13(11),13,11,1144,1,3,2,0,1.8,80.3,0.1,1,6.6
14,35336,Ramazan Özcan,38, GK,185,83,1,1,0,90,0,0,0,0,0.0,72.7,0.0,0,6.59
15,296769,Benjamin Henrichs,25," D(LR),DMC,M(LR)",183,79,11(12),11,12,1262,0,1,1,1,0.8,74.2,0.9,0,6.57
16,92173,Bernd Leno,30, GK,189,82,33,33,0,2970,0,0,1,0,0.0,66.7,0.4,1,6.56
17,110165,Dominik Kohr,28, DMC,183,77,18(10),18,10,1666,1,1,8,1,1.4,83.0,0.9,1,6.52
18,125095,Tin Jedvaj,26, D(CLR),185,81,6(4),6,4,599,0,0,1,0,0.5,79.3,1.3,0,6.42
19,80994,Kevin Kampl,31, M(CLR),178,66,0(1),0,1,29,0,0,0,0,1.0,88.2,0.0,0,6.39
20,139623,Joel Pohjanpalo,28, FW,186,83,0(7),0,7,110,1,0,0,0,0.7,60.0,0.4,0,6.17
21,98101,André Ramalho,30," D(C),DMC",182,78,0(3),0,3,29,0,0,0,0,0.0,78.6,0.0,0,6.12
22,8096,Stefan Kießling,38, FW,191,81,0(8),0,8,75,0,0,0,0,0.3,55.6,0.9,0,6.04
23,40560,Aleksandar Dragovic,31, D(CR),186,84,0(1),0,1,45,0,0,0,0,0.0,87.1,1.0,0,5.71
