,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,33799,Mario Balotelli,32, FW,189,88,12(1),12,1,1145,12,0,7,0,5.9,69.4,1.4,6,8.23
1,9974,Riccardo Montolivo,37, M(C),182,79,31(1),31,1,2702,4,2,6,0,1.8,86.4,1.2,4,7.47
2,2303,Philippe Mexes,40, D(C),187,82,25,25,0,2188,1,2,11,0,0.7,91.1,2.5,3,7.32
3,70087,Stephan El Shaarawy,29," AM(CLR),FW",178,72,34(3),34,3,2836,16,4,3,0,2.8,84.8,0.5,6,7.32
4,5689,Mario Yepes,46, D(C),186,83,13(1),13,1,1179,0,0,7,0,0.4,91.2,3.5,1,7.29
5,107275,Mattia De Sciglio,29," D(CLR),M(LR)",182,78,25(2),25,2,2225,0,2,2,0,0.3,84.0,1.7,1,7.28
6,14063,Cristián Zapata,35, D(C),187,82,22(1),22,1,1930,0,1,4,1,0.2,90.4,3.1,1,7.26
7,26854,Kevin Constant,35," D(L),M(CL)",184,80,20(5),20,5,1870,0,1,2,1,0.3,86.5,1.2,1,7.2
8,6321,Mathieu Flamini,38, M(C),178,67,15(3),15,3,1294,4,1,3,1,1.5,86.5,1.2,0,7.13
9,23206,Ignazio Abate,35," D(R),M(R)",180,73,25(2),25,2,2292,0,2,2,0,0.3,84.8,0.7,1,7.13
10,54968,Francesco Acerbi,34, D(C),192,88,5(1),5,1,471,0,0,0,0,0.5,91.8,4.2,0,7.08
11,2247,Daniele Bonera,41, D(CR),183,84,13,13,0,1130,0,0,5,0,0.2,92.2,2.4,0,7.03
12,11867,Kevin-Prince Boateng,35," M(CLR),FW",187,85,25(4),25,4,2135,2,4,4,2,3.2,82.4,1.3,1,7.01
13,17491,Urby Emanuelson,36," D(L),M(CLR)",176,68,8(4),8,4,740,1,3,1,0,1.1,86.0,0.3,0,6.96
14,2796,Cristian Zaccardo,40, D(CR),184,77,0(1),0,1,45,0,0,0,0,1.0,97.1,3.0,0,6.95
15,4608,Nigel de Jong,37, M(C),174,72,10(2),10,2,893,1,0,3,0,0.5,92.6,0.7,0,6.94
16,6166,Sulley Muntari,38, M(C),179,76,11(4),11,4,969,1,0,4,1,1.5,84.5,0.5,0,6.89
17,191,Massimo Ambrosini,45, M(C),182,72,17(4),17,4,1244,0,1,9,2,0.8,87.2,1.6,0,6.88
18,9975,Giampaolo Pazzini,38, FW,180,77,15(15),15,15,1624,15,3,7,0,1.8,78.1,1.0,3,6.84
19,14247,Robinho,38," AM(CLR),FW",172,60,11(12),11,12,1021,2,5,0,0,0.9,82.6,0.1,0,6.78
20,2533,Christian Abbiati,45, GK,191,92,28,28,0,2445,0,0,2,0,0.0,67.4,0.1,2,6.78
21,5869,Luca Antonini,40," D(CL),M(L)",182,70,5(1),5,1,425,0,0,1,0,0.2,85.2,2.2,0,6.75
22,31402,Bojan,32," AM(CLR),FW",170,65,5(14),5,14,730,3,2,1,0,1.3,85.7,0.0,0,6.7
23,58761,M'Baye Niang,27," AM(LR),FW",184,75,9(11),9,11,869,0,1,2,0,1.3,77.2,0.6,1,6.68
24,19553,Antonio Nocerino,37, M(C),175,74,20(6),20,6,1702,2,1,3,0,1.1,85.2,0.1,0,6.43
25,23158,Alexandre Pato,33," M(CLR),FW",175,72,3(1),3,1,210,0,1,0,0,0.5,81.8,0.5,0,6.34
26,6022,Marco Amelia,40, GK,190,90,10(1),10,1,976,0,0,2,0,0.0,72.4,0.1,0,6.32
27,10015,Djamel Mesbah,37," D(L),M(L)",179,75,1,1,0,90,0,0,0,0,0.0,80.4,1.0,0,6.22
28,31792,Bakaye Traoré,37, M(C),185,72,1(6),1,6,111,0,0,0,0,0.7,90.5,0.4,0,6.16
