,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,247995,Gonçalo Guedes,25," AM(CLR),FW",179,68,30(6),30,6,2614,11,6,3,0,1.9,68.5,0.4,5,6.99
1,76810,Gabriel Paulista,31, D(CR),185,72,19,19,0,1602,2,1,2,0,0.3,77.7,2.0,3,6.98
2,313542,Carlos Soler,25, M(CLR),180,76,28(4),28,4,2485,11,5,4,0,1.3,74.4,0.4,1,6.93
3,344639,Omar Alderete,25, D(C),188,77,28(1),28,1,2412,2,0,15,0,0.6,60.8,2.4,1,6.79
4,94831,Cristiano Piccini,29, D(R),189,86,3(3),3,3,322,1,0,1,0,0.5,65.7,0.3,1,6.77
5,401633,Giorgi Mamardashvili,21, GK,199,0,18,18,0,1620,0,0,2,0,0.0,51.3,0.3,2,6.71
6,367180,Thierry Correia,23," D(R),M(R)",176,69,18(1),18,1,1424,0,1,5,0,0.2,70.7,1.0,0,6.65
7,119817,José Gayà,27," D(L),M(L)",172,66,22(2),22,2,1875,2,4,6,2,0.8,75.7,0.3,1,6.63
8,408732,Jesús Vázquez,19, D(L),0,0,8(7),8,7,813,0,0,0,0,0.3,72.8,0.8,0,6.6
9,344119,Maximiliano Gómez,26, FW,186,91,21(8),21,8,1961,5,1,5,1,1.5,64.8,2.9,1,6.6
10,323250,Rubén Sobrino,30," AM(LR),FW",185,73,0(1),0,1,13,0,0,0,0,0.0,100.0,1.0,0,6.59
11,27254,Daniel Wass,33," D(LR),M(CLR)",181,74,19,19,0,1592,1,1,6,0,1.5,81.2,1.5,0,6.59
12,90811,Jasper Cillessen,33, GK,185,83,17,17,0,1458,0,1,1,0,0.0,61.2,0.1,0,6.56
13,354526,Hugo Duro,22," AM(L),FW",177,70,22(8),22,8,1847,7,1,2,1,1.0,71.8,1.3,0,6.49
14,101084,Dimitri Foulquier,29," D(CLR),M(R)",183,72,25(4),25,4,2337,0,1,11,0,0.6,67.7,0.7,1,6.46
15,392686,Hugo Guillamón,22," D(C),DMC",178,62,28(3),28,3,2368,1,0,8,2,0.2,80.5,1.5,0,6.45
16,312580,Toni Lato,24, D(L),171,64,7(4),7,4,591,0,1,5,0,0.0,76.5,0.4,0,6.43
17,322095,Mouctar Diakhaby,25, D(C),189,78,21(8),21,8,1945,0,1,11,0,0.3,74.7,1.1,0,6.42
18,402185,Marcos André,25, FW,184,78,8(21),8,21,963,1,3,3,0,1.0,68.2,1.4,0,6.41
19,400357,Yunus Musah,19, AM(CR),178,75,13(16),13,16,1262,1,0,5,0,0.2,77.4,0.6,0,6.4
20,346183,Uros Racic,24, DMC,193,81,13(15),13,15,1201,0,0,1,1,0.6,73.5,1.2,0,6.4
21,409030,Ilaix Moriba,19, M(C),185,73,9(5),9,5,819,0,0,7,1,1.0,77.0,1.0,0,6.37
22,368519,Bryan Gil,21, AM(CLR),175,60,9(4),9,4,758,0,1,3,0,0.8,74.9,0.2,0,6.35
23,118127,Hélder Costa,28, AM(CLR),178,73,13(9),13,9,1119,0,1,3,0,0.4,70.8,0.4,0,6.34
24,110297,Denis Cheryshev,31," AM(L),FW",179,74,5(12),5,12,561,0,1,1,0,0.6,70.2,0.3,0,6.31
25,131051,Jason,28, M(R),178,65,1(4),1,4,74,0,0,2,0,0.4,90.5,0.2,0,6.28
26,136810,Jaume Doménech,31, GK,185,73,4(1),4,1,343,0,0,2,0,0.0,58.0,0.0,0,6.22
27,396456,Koba Koindredi,20, Midfielder,184,0,1(9),1,9,175,0,0,1,0,0.1,68.2,0.5,0,6.16
28,429421,Rubén Iranzo,19, Defender,182,0,1(3),1,3,134,0,0,2,0,0.3,80.9,0.0,0,6.08
29,377204,Manu Vallejo,25, FW,167,72,0(9),0,9,90,0,0,3,0,0.3,65.5,0.2,0,6.07
30,301034,Eray Cömert,24, D(C),183,80,5(3),5,3,408,0,0,2,0,0.4,84.5,0.3,0,6.07
31,437260,Mario Dominguez,18, Midfielder,0,0,0(2),0,2,23,0,0,0,0,0.0,66.7,0.0,0,6.02
32,437259,Yellu,18, Midfielder,0,0,0(3),0,3,81,0,0,0,0,0.0,80.0,0.0,0,5.96
33,425591,Cristhian Mosquera,18, Defender,188,0,3(3),3,3,211,0,0,1,0,0.2,85.5,0.2,0,5.91
