,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,34524,Juan Cala,32, D(C),185,78,5,5,0.0,450,3,0,1,0,1.8,76.6,2.2,1,7.66
1,86793,Antonio Luna,31," D(L),M(L)",178,68,1,1,0.0,90,0,0,0,0,0.0,64.3,1.0,0,7.62
2,6967,Luís Fabiano,41, FW,183,81,18(5),18,5.0,1645,15,3,9,0,3.3,69.4,1.1,5,7.45
3,31388,Diego Perotti,34," M(CLR),FW",179,70,22(6),22,6.0,1834,4,3,4,0,1.1,81.4,0.2,3,7.27
4,9684,Ivica Dragutinovic,46," D(C),DMC",186,83,20,20,0.0,1793,2,1,7,0,0.2,79.9,1.0,0,7.23
5,29908,Federico Fazio,35, D(C),195,85,10,10,0.0,826,1,0,0,0,0.7,76.0,2.5,2,7.21
6,9446,Jesús Navas,36," D(R),M(R)",172,60,32(2),32,2.0,2830,4,9,4,0,2.0,78.1,0.3,2,7.21
7,19754,Sergio Sánchez,36, D(CR),185,84,6(1),6,1.0,558,0,1,3,0,0.3,76.9,1.6,0,7.14
8,13471,Adriano,37," D(CLR),M(L)",172,75,23(4),23,4.0,2078,0,5,6,0,0.9,71.6,0.6,1,7.13
9,47,Frederic Kanoute,45," AM(CL),FW",192,82,20(7),20,7.0,1790,12,2,3,2,1.8,70.0,2.6,2,7.11
10,9445,Renato,43, M(C),177,71,30(3),30,3.0,2608,4,3,2,0,0.8,80.5,1.0,1,7.08
11,4203,Didier Zokora,41, M(C),179,72,25(1),25,1.0,2268,0,1,10,1,0.5,82.3,0.9,0,7.03
12,2494,Julien Escudé,43," D(C),DMC",183,79,24,24,0.0,2149,0,2,6,0,0.6,80.5,1.4,0,6.91
13,11118,Abdoulay Konko,38," D(LR),M(R)",184,71,17(1),17,1.0,1419,1,0,2,1,0.6,75.7,0.9,0,6.9
14,67124,Marc Valiente,35, D(C),187,71,2(1),2,1.0,176,0,0,2,0,0.0,61.0,1.0,0,6.85
15,23757,Álvaro Negredo,37, FW,186,71,25(10),25,10.0,2046,11,5,0,3,2.2,62.0,1.6,4,6.85
16,2602,Andrés Palop,48, GK,184,75,33,33,0.0,2970,0,0,2,0,0.0,50.5,0.1,0,6.85
17,4387,Fernando Navarro,40, D(CL),177,70,26(3),26,3.0,2278,0,2,11,0,0.2,76.8,0.9,0,6.77
18,3929,Sébastien Squillaci,42, D(C),185,80,14(2),14,2.0,1259,1,1,5,0,0.6,77.9,1.3,1,6.72
19,7829,Romaric,39," D(C),M(C)",187,88,10(9),10,9.0,863,1,1,4,1,1.0,80.8,0.9,0,6.7
20,11381,Diego Capel,34, AM(L),173,69,14(15),14,15.0,1389,1,3,4,0,0.4,84.3,0.1,1,6.6
21,5854,Marius Stankevicius,41," D(CLR),DMC",190,83,14(2),14,2.0,1245,0,0,5,1,0.6,75.2,0.6,0,6.58
22,84026,Rodri,32," AM(C),FW",175,74,0(2),0,2.0,11,1,0,1,0,1.0,80.0,0.0,0,6.46
23,2352,Aldo Duscher,43," D(C),DMC",174,72,7(3),7,3.0,623,0,0,3,1,0.7,79.0,0.9,0,6.44
24,19482,Lolo,38," D(C),M(C)",182,72,9(12),9,12.0,925,1,1,4,0,0.7,73.8,0.6,0,6.44
25,25644,Javi Varas,40, GK,182,74,5,5,0.0,450,0,0,0,0,0.0,41.7,0.0,0,6.33
26,75498,Enrique Carreño,35, Forward,183,80,0(1),0,1.0,40,0,0,0,0,0.0,60.0,1.0,0,6.31
27,71309,José Carlos Fernández,35, M(LR),177,68,2(8),2,8.0,235,1,0,0,0,0.2,79.8,0.0,0,6.26
28,8943,Arouna Koné,38," AM(LR),FW",181,78,3(9),3,9.0,369,0,0,1,0,0.7,72.8,0.7,0,6.16
29,22998,Lautaro Acosta,34," AM(LR),FW",168,68,1(5),1,5.0,189,0,0,0,0,0.5,86.4,0.0,0,6.12
30,2565,Javier Chevantón,42, FW,178,70,0(1),0,1.0,11,0,0,0,0,1.0,40.0,0.0,0,5.98
